"Time [ms]","InducedVoltage(Phase_A)-InducedVoltage(Phase_B) [V]"
10.1333333333333,-149.44161016707
10.2,-150.2245963554
10.2666666666666,-149.752909171019
10.3333333333333,-146.385797179644
10.4,-142.362664059491
10.4666666666666,-141.894634133997
10.5333333333333,-142.186976524374
10.6,-139.005035295362
10.6666666666666,-131.167709719734
10.7333333333333,-122.768113019514
10.8,-118.113738214817
10.8666666666666,-114.835123195703
10.9333333333333,-110.29280395766
11,-107.105236824037
11.0666666666666,-104.266098723094
11.1333333333333,-100.376449098851
11.2,-97.2430213615168
11.2666666666666,-95.0118227775129
11.3333333333333,-91.7985659799871
11.4,-86.3799744151784
11.4666666666666,-76.5478655200713
11.5333333333333,-66.3065133166388
11.5999999999999,-58.2927101934956
11.6666666666666,-52.2535421975959
11.7333333333333,-44.5768450896001
11.7999999999999,-35.7924997912836
11.8666666666666,-28.0688450267064
11.9333333333333,-20.8707582742975
11.9999999999999,-13.8062791992889
12.0666666666666,-9.5007714180122
12.1333333333333,-6.25699606470859
12.1999999999999,-2.8413431584855
12.2666666666666,0.679971828835598
12.3333333333333,4.0413866945897
12.3999999999999,7.1280568423805
12.4666666666666,10.7390505149977
12.5333333333333,16.412228353387
12.5999999999999,22.9902882175526
12.6666666666666,29.9354774810836
12.7333333333333,38.0279995984711
12.7999999999999,46.4514689321793
12.8666666666666,54.2564806701339
12.9333333333333,61.7273489763674
12.9999999999999,69.6769186829645
13.0666666666666,80.3484799312303
13.1333333333333,88.9657323861547
13.1999999999999,93.1689573472032
13.2666666666666,95.3366651124602
13.3,97.4207375691418
